Labels,Message
smish,Splashmobile: Choose between 1000 of tones gr8 every week! This is a subgroup service with weekly tones that cost 300p. You have a credit - relax and have fun
smish,Hello. Customer loyalty offer: The new mobile phone6650 from only £ 10 in txtout! TXT word: Home no: 81151 and get yours now! 4T and CTXT TC 150P / MTMSG
smish,Only in December! Did you have your 11mt+mobile? You have the right to update the last cell phone of the color chamber free of charge! Call the free mobile update at 08002986906
smish,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
smish,Sunshine Quiz wkly Q! Win a better DVD player Sony if you know which country has played in the middle of the week? TXT ASR A 82277. £ 1.50 SP: Tyrone
smish,Camera - you will receive a Sipix digital camera! Call 09061221066 from Findline. Delivery within 28 days.
smish,"You are assigned a SIPIX digital camera! Call 09061221061 from a fixed network. Delivery within 28 days. T CS Box177. M221BP. 2 years warranty. 150ppm. 16. P p £ 3,99"
smish,Free for the 1st week! No1 Nokia Tone 4 Ur Mobile every week just TXT Nokia at 8077 Get a TXTING and tell your friends. www.getzed.co.uk POBOX 36504 W45WQ 16+ norm150p / tone
smish,Do you want a shag? I do it. Interested? Sextextuk.com TXT XXUK SUZY A 69876. Txts costs 1.50 for MSG. TNC on the website. X
smish,You go 2 Bahamas! Callfreefone 08081560665 and speak to a live operator to claim one or other of the bahamas of £ 2000 in cash only. To withdraw TXT X to 07786200117
smish,"Double Minin and 1000 Txts on orange prices. Last Motorola, Sonyericsson and Nokia with free bluetooth! Call Mobileupd8 at 08000839402 or Call2optout / HF8"
smish,"URGENT! His cell phone received a bond of £ 1,500 on June 27th, 2003. Our last attempt 2 contacts you! Call 08714714011"
smish,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
smish,Freemsg today is the day if you are ready! I am horny and live in your city. I love fun and sexual games! Netcollex LTD 08700621170150p by response
smish,"Valentine's Day Special! Win more than £ 1,000 in our quiz and take your partner on the journey of a life! Send now to 83600. 150p/msg RCVD. Termination: 08718720201"
smish,"3Mobile asked, if 0870 chatline in free minutes. India Cust Sed yes. L8er got mega Bill. 3 Don't give shit. Rescue for the judicial officer for days. I or £ 250 3 Will £ 800"
smish,Congratulations u Canteggi 2 VIP ROW A Tickets 2 C Blue in concert in November or GIRL GIFT GUARANTED CALL 09061104276 to request TS & CS www.smco.net cost £ 3.75max
smish,4Mate half price orange line rent & latest camera phones 4 free of charge. Had your phone 11mate? Call MobileSdirect for free at 08000938767 to update now! or2stoptxt
smish,"URGENT! Your mobile phone no. Was awarded on 09.05.03 Bonus call prices for £ 2000. This is our last attempt to contact you! Call from the fixed line 09064019788 Box42WR29C, 150 ppm"
smish,+449071512431 urgently! This is the second attempt to contact you! U Worn £ 1250 call 09071512433 B4 050703 T & CS4235WC1N3XX. Callcost 150ppm Mobilevary. Max. £ 7. 50
smish,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
smish,"For your chance to win a £ 250 in cash each WK TXT: Action at 80608. T's & C's www.movitrivia.tv custcare 08712405022, 1x150p / WK."
smish,Have you ever thought about living a good life with a perfect partner? Only TXT -BACK -NAME and Age to join the mobile community. (100p/SMS)
smish,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
smish,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
smish,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
smish,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
smish,No. 1 Polyphonic Sound 4 ur Mob mob every week! Txt PT2 at 87575. 1. Get txin now and tell your friends. 150p/sound. 16 HL 4info answer
smish,Would you like to be 2nite? Would you like to send real dog locations directly to your cell phone? Join the largest dog network in Great Britain. Txt Park at 69696 now! Nyt ec2a. 3 LP £ 1.50/msg
smish,URGENT! Your mobile number has been awarded a guaranteed <UKP> 2000 award. Call 09061790125 from a fixed network. Complaint 3030. Valid 12 hours only 150pm
smish,T-Mobile Customer now you can request the free camera update and a Pay & Go SIM card for your loyalty. Call 0845 021 3680.
smish,"Thanks for the vote. Now sing with the stars with the karaoke on your mobile. For a free link, answer to sing now."
smish,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
smish,Did you have your cell phone 10 months? Update free of charge to the latest camera/orange video phones. Save £ S with free texts/calls on the weekend. SMS yes for a tallback orno to oxere
smish,"Do you have what you need to take 2 in the WRC event in Oz? You can use Lucozade Energy! Text Rally Le A 61200 (25P), see Packs or Lucozade.co.uk/wrc & it carn u!"
smish,"Its B4U coupon with 27/03 is Marsms. Log in www.b4utele.com for discount credit. To choose not fulfill, guide it. Customer service call 08717168528"
smish,PRIVATE! Your account declaration of 2003 for Poster 800 S.I.M. Points. Call 08715203685
smish,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
smish,"\""Urgent! This is the second attempt to contact U! U won £ 1000call 09071512432 B4 300603T & CSBCM4235WC1N3XX.Callcost150PPMMOBILSVARY. Max £ 7. 50\"" \"""
smish,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
smish,Mobile Club: Select one of the high -quality elements for your cell phone. 7cfca1a
smish,"Thanks, winner notified by SMS. Good luck! There is no future response to marketing to customer service 84122 08450542832"
smish,"Urgent! Call 09066612661 from a fixed network. Your complementary case 4* Tenerife or £ 10,000 waiting for the SAE T&CS 3 W14 2px 150ppm 180 18+ sender"
smish,"Win the latest Harry Potter and the Order of the Phoenix (Book 5) Harry, answer 5 questions - chance to be the first among the readers!"
smish,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
smish,Talk sexy !! Make new friends or in love with the most discreet text appointments service. Simply send the VIP text to 83110 and see who you could meet.
smish,"England against Macedonia - do not miss the goals/team messages. TXT UR National Team for 87077 z. B. England to 87077 Attempt: Wales, Scotland 4txt/ú1.20 Poboxox36504W45WQ 16+"
smish,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
smish,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
smish,Get the official Poly Bell tone in England or the color flag on your mobile for today's game! Text mowing or flag up to 84199. OPTOUT TXT Eng Stop Box39822 W111WX £ £ £
smish,You have received a guaranteed £ 200 award or even £ 1000 Cashto claim
smish,"Congratulations - Thanks to a good friend you won the Christmas prize from £ 2,000. 2 affirmation is easy, just call 08712103738 now! Only 10p per minute. BT-National-Rooms"
smish,"Thank you for your ringtone order, reference number X49. Your mobile will be charged 4.50. If your tone does not occur, please call customer service 09065989182. Of: [color = red] text [/ colore] txtstar"
smish,"FUNK UP FONE WANTS WITH A NEW TON TON TONES2U 2 TON WEEKLY This text. www.ringtones.co.uk, The Original N best. 3GBP tones The network operator rates are applied"
smish,"Someone you know has asked our dating service 2 Contact yourself! I can't guess who? Call 09058097189 now everything will be revealed. POBX 6, LS15HB 150P"
smish,-PLS STOP BOOTYDELIOUS (32 / F) invites you to be her friend. Answer yes-434 or no-434 See: www.sms.ac/u/bootydelious stop? Send a FRND stop at 62468
smish,"Claire here am Borin time and I'm alone now, do you want to cum on 2nites? Chat not now 0909725823 Hope 2 C u luv claire xx russ 1 £ 1/MinMoremomsemomsempobox45PO139WA"
smish,Free video phones with half price rental for 12 months and 500 NTWK min 100 TXTS. Call MobilePD8 08001950382 or Call2optout / 674 &
smish,You are subscribed to the best mobile content service in the United Kingdom for £ 3 for ten days until you send a stop at 83435. Help line 08706091795.
smish,"1000 of girls many locals 2 U, the young animals 2 of this & r ready 2 4fil every sexual need. Can you 4file? Nice text at 69911 (£ 1.50p. M)"
smish,The beloved coupon support has its next meal with us. Use the following link on your PC 2 Enjoy a gastronomic experience 2 4 1http: //www.vouch4me.com/etlp/dining.asp
smish,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
smish,Moby Pub Ti -Win A £ 100 High Street Award If you know who will be the new Duchess of Cornwall? Txt your first name at 82277. UNSUB Stop £ 1.50 008704050406 sp arises
smish,Dorothy@kiefen.com (Editions of the Bank of Granite Stark-Buy) Choose an explosives for our members.
smish,"Important information 4 User Orange 0789xxxxxxxx. Today is your lucky day! 2, why connect http://www.urawinner.com There is a fantastic surprise waiting for you!"
smish,Do they have their 11 million mobile devices? Update for free to get the latest phones with unlimited calls for the weekend and weekend. Call Mobile Upd8 in the Freefone 08000839402 or 2stoptxt
smish,"URGENT! Last weekend drawings you won £ 1000 in cash or Spanish holidays! Now call 0905000000332 to request. T&C: RSTM, SW7 3SS. 150 ppm"
smish,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
smish,"Get 3 lions England Ton, Answer Lionm 4 Mono or Lionp 4 Poly. 4 more Go 2 www.ringtones.co.uk, the original n. Tones 3GBP network operator rates apply."
smish,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
smish,Do you want a new video phone? 750 At any time any network MINS? Unlimited text? Video camera? Answer or call now 08000930705 for SAT am
smish,"You are a £ 1000 winner or a guaranteed call award, this is our last attempt to contact it! To claim call 09071517866 now! 150PPMPOX10183BHAMB64XE"
smish,URGENT! Your cell phone number was awarded a guaranteed price of £ 2000. Call 09061790121 from the land line. Complaint 3030. Valid 12 hours only 3 p.m.
smish,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
smish,I hope you enjoyed your new content. Stop the text at 61610 to unsubscribe. Help: 08712400602450p supplied by tones2you.co.uk
smish,Purchased a ringtone and now obtaining messages that cost 3 pounds that offer multiple tones etc.
smish,"You want to train your background with a new weekly response Tones2u 2 this text. www.ringtones.co.uk, the original n best. The prices of network operators of 3 GBP apply"
smish,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
smish,"UPDATE_NOW - Christmas offer! Last Motorola, Sonyson and Nokia and Bluetooth for free! Double mins and 1000 txt in orange. Call Mobileupd8 at 08000839402 or call"
smish,"Buy until you fall, six, or 10k, 5k, £ 500 in cash or a travel coupon of £ 100, calls now, 09064011000."
smish,GENTLEMAN! We are trying to contact him. On weekends on weekends on the end of the ends of the ends of the ends of the weekends you won a guaranteed £ 1000 prize. Call 09064012160. K52 claim code. Valid 12 hours only. 150 ppm
smish,"Call 09095350301 and send our girls to erotic ecstasy. Only 60p/min. To stop text messages, call 08712460324 (NAT rate)"
smish,For your chance to win a WK -Txt each: action up to 80608.
smish,"Simonwatson5120 surpassed him in the Shinco DVD Plyr. 2 Offer again, visit SMS. AC/SMSREWARS 2 Final offer notifications, answer"
smish,Moby Pub Ti - -Win A £ 100 High Street Award If you know who will be the new Duchess of Cornwall? Txt your first name under 82277. Unsub stop £ 1.50 008704050406 SP is created
smish,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
smish,As one of our registered subscribers can enter the 4 to 100 g.b. Gift coupon responding with Enter. To give the low text stop
smish,"Download as many ring tones as you don't like restrictions, choose 1000s 2. You can even send Buddies for 2 years. Txt sir up to 80082 £ 3"
smish,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
smish,"Customer service ad. We have recently tried to deliver a delivery to you, but we could not do so, please call 0709983605 for re-scHedule. Ref: 9280114"
smish,The new tones of this week include: 1) McFly-ALL
smish,Lookatme!: Thank you for buying a lookatme video clip! 35p was charged. Do you think you can do it better? Why not send a video in a mmest 32323?
smish,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
smish,Special Valentine's Day! You want more than £ 1000 to our questionnaire and take your partner on a trip of your life! Now send 83600. 150p / msg RCVD. Custcare: 08718720201
smish,** Free message ** Thank you for using the auction subscription service. 18 150p / mgrcvd 2 Jump to a Txt auction. 2 TXT STOP CUSTOMERCARE 08718726270
smish,Update_Now -12 -half -orange and 400 minutes
smish,"Do you have what to participate in the WRC rally in Oz? You can with Lucozade Energy! Text rally on at 61200 (25p), see the packs or luzozade.co.uk/wrc & it could be u!"
smish,"Important information 4 User Orange. Today is your lucky day! 2, why connect http://www.urawinner.com There is a fantastic surprise waiting for you!"
smish,Did he have his cell phone 11 months? Update for free for the latest mobile cameras and unlimited calls on the weekends. Call Mobile Upd8 in Freefone 08000839402 or 2stoptx
smish,"This is the 2nd time that we have tried 2 U. You have won the price of 750 pounds. 2 The complaint is easy, call 087187272008 now 1! Only 10p per minute. BT-NATAL-RATE."
smish,"To revise and keep the fantastic Nokia N-Gage games game with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts Reply with the word out"
smish,No. 1 Nokia Tone 4 Up Mob every week! Txt Nok in 87021. 1st free tone! So take txtin now and tell your friends. 150p/tone. 16 hl 4info response
smish,Free entry to our weekly competition of £ 250. 18 T&C www.txttowin.co.uk
smish,Hot Live Fantasies now calls 08707509020 SOL
smish,It has an important premier customer service ad.
smish,RT-King Pro Video Club >> Do you need help? info@ringoneking.co.uk or by phone at 08701237397 you must have 16+ club credits on www.ringoneking.co.uk! Enjoy!
smish,"Free \""polys\"" text at 87131. Then get a new tone every week. 0870737910216 years old only £ 1.50 / week."
smish,"I didn't hear a little from U4. Call 4 Rude Chat Chat Line 01223585334 for cum. WAN 2C PICS OF ME GOIN lowered, then pix text to 8552. 2nd Send Stop 8552 Sam XXX"
smish,Saving money for wedding dessouus at www.bridal.petticoatdreams.co.uk choose from an excellent selection with national delivery. Brought to you by Weddingfriend
smish,"I want to fuck! My husband is out, I need a real man 2 he satisfies me. Txt wife at 89938 for any chain action. (TXT STOP 2 END, TXT REC £ 1.50A. Otbox 731 La1 7ws)."
smish,No. 1 Nokia Ton 4 Ur mob every week! Only txt nok up to 87021. 1. Now get Txin and tell your friends. 150p/sound. 16 Answer HL 4info
smish,Talk sexy !! Make new friends or in love in the service of more discreet text appointments. Simply send the VIP text to 83110 and see who you could meet.
smish,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
smish,"You have won a guaranteed cash £ 1000 or a price of £ 2000. To request the YR Prize, call our customer service employee at 08714712379 between 10:00 a.m. to 7:00 p.m."
smish,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
smish,Not b floppy ... B SnAppy and happy! Only gay chat service with photographic upload call 08718730666 (10p/min). 2 Stop our texts call 08712460324
smish,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
smish,Please call the number 08712402902 immediately as there is an urgent message that awaits you.
smish,Hi 07734396839 Customer loyalty offer IBH: The new mobile nokia600 only £ 10 in txtuction!
smish,"You have won a guaranteed price of £ 200 or even £ 1,000 in cash for your allocation for free on 08000407165 (18+) 2 stop Getstop on 88222 PHP. RG21 4JX"
smish,Money I have won the Victoria Number 946 Wot Do I do it below
smish,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
smish,You have a secret admirer. Reveal those who think so special. Call 09065174042. To turn off the answer reveals stop. 1.50 for MSG RED. Cust Care 07821230901
smish,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
smish,ARTFROM email: jeri stewartsize: 2kbsubject: low cost prescription drvgesto listen e-mail call 123
smish,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
smish,Burger King - Would you like to play football in a higher stadium? Get 2 Burger King before September 1st and go big or great with Coca-Cola and take out a winner
smish,Someone contacted our dating service and entered their phone because they would like them! To find out who will be of a landline from a landline 09111032124. Pobox12N146TF150P
smish,U
smish,Win a madness of shopping from £ 200 every week starting now. 2 Play Text Store at 88039. Skilgme. TSCS08714740323 1winawk! Age16 £ 1.50 Perweeksub.
smish,"MSG for free. We feel it, a service that ordered 81303 could not be provided because it does not have enough credit. RECHARGE TO RECEIVE THE SERVICE."
smish,Do we try to communicate with you with your answer to our offer of a video phone? 750 goals at any time of the minutes? Unlimited text? Video camera? Reply or call 08000930705
smish,"\""Polys\"" text at 87131. So every week gets a new tone. 0870737910216 years only £ 1.50 / week."
smish,"Dear, you were invited to Xhat. This is our last attempt to contact you! TXT cat with 86688 150p / mgrcvdhg / suite342 / 2Lands / Row / W1J6HL LDN 18 years"
smish,"Okmail: Dear Dave, this is your last review to recover your 4 * Tenerie Hoded or # 5000 Cash price! Call 09061743806 from the fixed line. TCS SAE Box326 CW25WX 150PM"
smish,"Your Cool-Mob weekly tones are ready to download! This week, the new tones include: 1) Crazy Frog-Axel F >>> 2) Akon-Lonely >>> 3) Black Eyed-Dont P >>> More information in N"
smish,Message important information for O2 users. Today is your lucky day! 2 Find out why you register at http://www.urawinner.com. It is a fantastic surprise that you expect
smish,"Bears Pic Nick and Tom, Pete and ... Dick. In fact, all types experience gay chat with photographic loading call 08718730666 (10p/min). 2 Stop texts calls 08712460324"
smish,Buy Space Invaders 4 in Lack 2 Win Origin Arcade Game Console. Press 0 for Arcade Games (WAP STD load) See O2.CO.UK/games 4 Terms + parameters. No purchase
smish,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
smish,"Hello Treasure, how are you today? I would like to have a talk, why don't you tell me what I take care of after you have and what are you sexy?"
smish,"Freemsg Why didn't you answer my text? I am randy, sexy, woman and more local life. To hear luv from you. NetCollex LTD 08700621170150P by MSG Answer Stop after the end"
smish,Our cell phone number has won £ 5000 to call back or to reclaim the hotline at 09050005321.
smish,"I would like to trigger your fone with a weekly new sound -answer -töne2u 2 in this text. www.ringtones.co.uk, the original n Best. Tones 3GBP network operator rates apply"
smish,YES! The only place in the city that meets exciting adult singles is now in Great Britain. Txt chat to 86688 now! 150p/msg.
smish,"Free message: Jamster! Get the crazy sound of the frog now! For Poly Text Mad1, for the text of Real Mad2 at 888888. 6 crazy sounds for only 3 GBP / week! Only 16+! T&C applies"
smish,Would you like the last mobile video part? 750 every time a mining network? Half -price rental? Answer or call 08000930705 for delivery tomorrow
smish,You have 1 new voice message. Please call 08719181503
smish,"Double minutes and Txts 4 6 months free bluetooth on orange. Available on Sony phones, Nokia Motorola. Call Mobileupd8 at 08000839402 or Call2optout/N9dx"
smish,XMAS INCING & UR ASSIGNED £ 500 CD GOPPA Vouchers And Free Admission 2 R £ 100 Weekly Draw Txt Music A 87066 TNC www.ldew..com1Win150ppmx3Age16Subscription
smish,"The free call text first to 87131 for a poles or text, reaches 87131 for a real tone! Help? 0845 2814032 16 After the first first, the tones are 3x £ 150pw a £ nd txt"
smish,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
smish,Money i have won wining number 946 wot do i do next
smish,"URGENT! The draw of last weekend shows that £ 1000 has won in cash or a holiday in Spanish! Call now 09050000332 to claim. T&C: RSTM, SW7 3SS. 150 ppm"
smish,Do you want a new video phone? 600 at any time on any Mess 400 video call included and download 5 per week of free free call 0800288812 or reply now now
smish,You have a secret admirer who looks 2 contacts with U-Find who reveals who you are for you below 09065171142-Stosms-087187870150pp
smish,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
smish,Send a logo 2 Ur lover - 2 names united by a heart. Love name Txt1 Name2 Mobno Eg Adam EV 07123456789 A 87077 Yahoo! POBX36504W45WQ TXTNO 4 NO ADS 150P.
smish,URGENT! We are trying to contact him. On weekends the ends of the ends of the ends of the ends of the ends of the purposes of weekends have won a guaranteed £ 900 award. Call 09061701939. S89 claim code. Valid 12 hours only
smish,New textbuddy chat 2 guys horny in your area 4 only 25p for free 2 Receive the postal research code or on gaytextbuddy.com. TXT A name at 89693. 08715500022 RPL stop 2 CNL
smish,"Summers finally here! Do you fancy a chat or flirt with sexy singles in YR area? To answer summer, you only answer summer. Free 2 Join. Optout Txt Stop Help08714742804"
smish,You have a secret admirer who is looking for 2 contacts with U-Find who they reveal who think that you are so special on 09058094599
smish,You have a secret admirer who looks 2 to make contact with U-Find Out Who They R*reveal who thinks you are so special in 09058094565
smish,How is it that it takes so little time to a child who is afraid of darkness to become a teenager who wants to be out all night?
smish,"SO. I repeat it, simply send an SMS the word ok on your mobile phone and sends"
smish,"Hello, her husband Lucy to learn all day and I are going to b only at the Untaisie Gumin south? PLS leaves MSG 2day 09099726395 Lucy X Call £ 1 / minmobsmorelkpobox177h1fl"
smish,Get a brand new mobile phone by being an agent of the mob! Plus loads more delicacies! Further information is only one text mat with 87021 available.
smish,From 88066 £ 12 help lost
smish,Memory: You have not downloaded the content you have already paid. Goto http: // doit. Mymoby. TV/ to collect your content.
smish,"Hi, baby x u 4goten about me? The scammers become intelligent ... although this is a regular vodafone no, if it responds it gets more MSG/subscription of premium rate. Others use us too. Be careful!"
smish,RT-King Pro Video Club >> Do you need help? info@ringoneking.co.uk or call 08701237397 you must be 16+ club credits redeemed on www.ringoneking.co.uk! Enjoy!
smish,"URGENT! Your mobile phone no ********** won a bonus prize £ 2,000 on 02/06/03! This is the second attempt to reach you! Call 0906362220 ASAP! Box97n7qp, 150ppm"
smish,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
smish,"Free entry at 2 a WKLY compensation to win the last TKTS Cup May 21, 2005. FA text to 87121 to receive the entrance question (TXT STD rate) apply the T & C 08452810075OVER18'S"
smish,Your 2004 account for 07xxxxxxxxxx shows 786 not redeemed points. To claim call 08719181259 Identifier Code: XXXXX Expirata 26.03.05
smish,"\""Urgent! This is the second attempt, U! U! U!"
smish,"Free message: Jamster! Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for only 3 GBP/week! 16+only! T&CS apply"
smish,You are assigned a Sipix digital camera! Call 09061221061 from a fixed network. Delivery within 28 days. T CS Box177. M221BP. 2 -year guarantee. 150ppm. 16. P £ 3.99
smish,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
smish,"Purchased a ringtone and now get messages that cost £ 3 that offer multiple tones, etc."
smish,"Congratulations, UR of a CD YRS supply from Virgin Record"
smish,"Hot Live Fantasies is now calling 0870750902020 for min NT LTD, Mailbox 1327 Croydon CR9 5WB 0870..K"
smish,UPDATE_NOW -12 -MONATE Halbe orange Leading rent: 400 minutes
smish,"URGENT!! Its 4* Costa del Sol or £ 5000 collection is waiting. Now call the number 09050090044 with knowledge. SAE, TC S, POBox334, Stockport, SK38XH, Cost £ 1.50/PM, max. 10 minutes"
smish,We tried to give you a new offer for the new 750 telephone video every time a half price -Network call 08000930705 or the answer to the Mer delivery.
smish,"Orsi Photo Nick and Tom, Pete and ... often. In fact, all types of gay chat with photographic loading call 08718730666 (10p/min). 2 Stop text calls 08712460324"
smish,The text goes to 69669 to recover their polyphonic ringtones. Normal GPRS costs only apply. Take advantage of your tones
smish,"SMS Auction: A New Nokia 7250 is a aux of 4 today! The auction is free 2, join and participate! Txt Nokia until 86021 now! HG/Suite342/2LANDS ROW/W1J6HL"
smish,"Did you win? 1,000 in cash or a price? 2,000! To ask, call 09050000327"
smish,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
smish,Good morning. We need chic birds and boys for user tests for Champneys. Can I lower you? I need your address and DOB as soon as possible. Your R
smish,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
smish,"Eerie Nokia Tones 4U, RPLY TONE TITLE TO 8007 EG TONE DRULCA AT 8007 TITLES: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT WWW.GETZED.CO.UK POBX36504W45WQ 150P 150P 150P"
smish,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
smish,Call Germany for only 1 pence per minute! Call from a fixed line via the access number 0844 861 85 85. Without anticipation. Direct access! www.telediscount.co.uk
smish,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
smish,"Freemsg You have received a free digital mini-caméra, simply answer your price! (Quizclub opt out? Stop 80122300p / WK SP: RWM PH: 08704050406)"
smish,Lord of the Rings: Return of the King in the store now! Reply LOTT before June 2 4 OPPORTUNITY 2 WIN LOT SONORA BAND CDS STDTXTrate. Answer stop to finish txtts
smish,"Romantic Paris. 2 nights, 2 flights from £ 79 Book now 4 next year. Call 08704439680ts and apply cs."
smish,http // tms. Widelive.com/index. WML? Id = 820554ad0a1705572711 and FIRST = Truebit c ringtone
smish,You gave a break from the city and were able to win a summer shopping of 200 pounds per week. Txt Store at 88039. Skilgme. TSCS087147403231winawk! Age 16 £ 1.50perwksub
smish,PRIVATE! Your 2003 account account for 07808 xxxxxx show 800 points S. I. M. Call 08719899217 Identification code: 41685 expires on 07/11/04
smish,"You can stop additional club tones by replying \""stop mix\"" see My Tone.com/enjoy. HTML for Termini. Club tones cost GBP4.50/week. MFL, postcode 1146 mk45 2WT (2/3)"
smish,How about getting in touch with people waiting for a company? Simply send your name and age to choose! Enjoy the community (150p/SMS)
smish,Congratulations! Nokia 3650 video camera phone is your call 0906382422 Calls Cost 150ppm Ave call 3 minutes Vary Mobile 16+ closing 300603 Post BCM4284 LDN WC1N3XX
smish,Please call the number 08712402779 immediately because there is an urgent message that awaits you
smish,We have tried to call it your response to our SMS for a mobile video of 750 minutes of unlimited text + Free VIDEACAMARA answer 08000930705 Now now
smish,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
smish,"Did your mobile 10 months? Update free of charge to the latest orange camera/video telephones. Save £ s with free texts/weekend calls. Text yes, for a recall basket for deregistration"
smish,"Do you have what it takes to take 2 in the WRC rally in OZ? You can use Lucozade Energy! Text rally Le to 61200 (25p), see Packs or Lucozade.co.uk/wrc & IT Carn U!"
smish,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
smish,"Will you meet your dream partner soon? Is your career 2 a Flyng? 2 Find out for free, Txt Horo, followed by your zodiac sign, e.g. G. Horo Aries"
smish,Hi. Customer loyalty offer: the new NOKIA6650 mobile from only £ 10 at TXTAUT! TXT Word: Start no: 81151 and get yours now! 4T & CTXT TC 150P / MTMSG
